"","n_safty_rating","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","freq_agent","lon","lat","quoted_amt","credit_score"
"43127",211,1,0,2,2,3,3,0,1,0,81,1,-74.223802,40.9025415,108,769
"43129",130,0,0,7,0,4,2,3,2,2,52,1,-74.1797766,40.6517773,804,739
"43130",234,0,0,5,1,1,3,2,3,0,81,1,-73.8477874,40.9675084,2801,641
"43131",71,1,1,5,0,4,1,0,2,2,67,0,-73.9080581,40.8147803,11049,597
"43132",215,0,0,3,0,4,3,2,1,0,86,1,-82.5158778,27.9410535,2332,629
"43133",86,0,0,0,0,1,1,1,2,0,34,1,-87.8598861,42.9460825,6168,548
"43134",138,1,0,9,1,2,3,2,2,0,115,1,-77.5963271,43.2202305,5016,690
"43137",132,1,0,9,0,1,2,2,2,0,122,1,-87.9383822,43.0349801,19149,564
"43139",66,0,0,2,2,1,1,0,1,0,61,1,-84.3804888,33.7971137,9707,535
"43140",83,1,1,2,1,2,1,2,2,0,44,1,-77.6478852,43.2306445,553,765
"43142",79,0,0,3,0,4,1,1,2,1,59,1,-84.39494,33.7657549,16885,547
"43145",299,0,0,5,0,3,4,1,3,1,126,1,-84.377861,33.7440941,16425,496
"43146",70,0,0,6,0,4,1,2,2,2,28,0,-72.8101887,41.6530611,7780,537
"43147",72,1,1,8,0,3,1,1,2,0,59,1,-80.3769999,26.1089473,3021,609
"43148",69,0,0,7,2,2,1,2,2,0,32,1,-73.6830521,41.0125894,5471,684
"43149",152,0,0,9,0,4,2,3,1,0,60,1,-76.1638823,43.0178864,6277,577
"43150",79,0,0,7,1,1,1,2,2,0,62,0,-73.4298073,40.7245083,6518,569
"43151",84,0,0,4,1,3,1,1,2,2,33,0,-92.9583024,45.0539789,2387,697
"43152",171,0,0,4,0,3,2,2,2,2,141,0,-72.7688226,41.5254822,3132,619
"43154",87,0,0,1,1,2,1,0,2,0,55,1,-74.7249281,40.2242807,1852,753
"43155",131,0,0,3,1,2,2,1,2,2,102,1,-80.0590804,26.5838179,4455,741
"43156",65,0,0,4,1,0,1,3,2,1,36,1,-75.0698754,39.8388611,7986,523
"43158",81,0,0,0,1,3,1,0,3,0,58,1,-82.8506002,27.8889267,2715,604
"43159",415,0,0,4,0,3,6,2,1,0,161,1,-87.8647961,42.9121206,20261,590
"43161",341,1,1,2,0,4,5,0,2,1,145,1,-74.0711359,40.1267952,3778,648
"43162",46,0,0,7,2,0,1,1,1,1,59,1,-74.0476378,41.1139452,3986,661
"43163",152,1,1,0,0,4,2,2,2,2,65,1,-87.9824758,43.1666739,11599,563
"43164",93,0,0,2,0,4,1,1,1,0,59,1,-73.6006342,40.6260153,7651,515
"43166",78,0,0,7,0,4,1,3,3,1,58,0,-73.7654367,42.6322463,11597,560
"43167",306,1,0,1,1,2,5,2,2,0,171,1,-80.1679758,25.7700009,4729,749
"43168",86,0,0,6,0,4,1,1,2,1,49,1,-93.2231727,44.9406559,795,767
"43169",152,0,0,6,0,4,2,0,1,0,96,0,-86.5090901,33.91364,11356,587
"43170",247,0,0,0,0,3,4,1,2,1,120,1,-80.2685032,26.208305,3184,693
"43171",62,0,0,6,1,2,1,1,1,1,33,1,-80.1261093,25.8871575,2995,675
"43173",313,0,0,5,1,0,5,3,2,1,154,1,-74.1328046,39.9278286,1144,757
"43175",88,0,0,4,0,3,1,2,3,0,52,1,-73.49462,40.6599676,2850,627
"43176",133,1,0,0,2,0,2,1,1,0,95,0,-82.5780878,27.4399922,786,791
"43177",368,0,0,1,1,0,5,1,1,0,149,1,-82.7077354,27.8435655,2284,600
"43178",122,0,0,2,1,4,2,2,2,1,108,1,-73.6918806,40.636775,11357,525
"43179",172,0,0,4,2,3,2,1,1,0,113,1,-82.4698603,27.9822094,1330,756
"43181",78,0,0,6,2,2,1,2,2,0,17,1,-80.1679758,25.7700009,1937,796
"43182",89,1,1,2,2,0,1,2,3,1,39,1,-74.0211989,40.9750092,1408,708
"43183",69,0,0,8,0,3,1,2,1,0,52,1,-80.1819268,25.9260794,4504,542
"43184",160,0,0,5,1,1,2,2,2,0,95,1,-74.2296713,40.6216016,1209,737
"43185",152,1,1,2,1,2,2,1,2,0,88,1,-73.1231585,40.8169046,1683,733
"43187",68,0,0,6,1,2,1,0,2,1,41,1,-74.1445487,40.923473,6183,576
"43188",118,0,0,6,1,2,2,0,1,2,124,1,-80.3547286,25.7327581,3396,707
"43189",86,1,1,8,2,0,1,0,2,2,52,1,-82.5023464,27.890814,1710,742
"43191",92,0,0,2,1,1,1,3,1,0,33,0,-73.1231585,40.8169046,2264,667
"43192",212,0,0,2,1,4,3,1,2,0,134,0,-78.8920444,42.9165666,1965,718
"43193",45,0,0,1,2,0,1,2,2,0,42,1,-81.6802054,30.3893011,2833,664
"43194",82,0,0,0,2,4,1,1,3,0,35,1,-93.2983975,44.9944872,918,771
"43195",35,0,0,5,0,4,1,2,3,0,66,1,-74.2824862,40.4751425,4891,686
"43196",169,0,0,9,1,0,2,1,1,0,97,1,-75.0289877,39.8385235,3070,689
"43197",78,0,0,4,1,2,1,2,2,1,42,0,-92.131325,46.7619249,2418,645
"43199",118,1,0,4,0,4,2,2,1,0,63,1,-74.4232507,40.6137438,2192,610
"43200",73,0,0,5,2,3,1,0,1,0,55,1,-74.0375011,40.716828,3322,616
"43201",82,0,0,8,0,4,1,1,2,1,82,0,-87.8304145,42.564798,24200,551
"43203",182,0,0,9,1,4,3,1,1,1,123,1,-73.8213213,40.9071072,3633,688
"43204",194,1,1,0,2,1,3,0,2,0,105,0,-81.0478643,29.2971256,2128,593
"43205",51,1,1,9,1,1,1,0,1,2,80,1,-75.1165915,39.9556147,1403,737
"43206",127,0,0,4,0,4,2,1,1,1,65,0,-84.238417,33.9851868,11817,497
"43208",133,0,0,1,0,0,2,0,3,0,63,0,-81.0809848,32.081259,29595,578
"43209",81,0,0,2,1,2,1,0,1,2,64,0,-74.5258213,40.5558726,953,753
"43210",221,0,0,5,2,1,4,2,1,0,87,1,-74.1739057,40.7350747,794,735
"43211",215,0,0,7,1,0,3,1,1,1,117,1,-74.1533563,40.8235952,2622,738
"43212",123,0,0,6,1,3,3,0,1,2,96,1,-73.9982756,40.6046106,3780,634
"43213",81,1,0,4,2,3,1,3,1,0,57,1,-72.6210303,41.7785885,2671,600
"43216",55,0,0,5,1,3,1,1,2,1,18,1,-80.1596041,26.2286939,2626,612
"43217",170,0,0,6,1,2,2,1,3,0,88,1,-93.0817473,44.9737443,980,754
"43218",332,0,0,1,1,2,5,2,2,0,122,1,-81.1747498,28.5374094,2402,598
"43219",455,1,0,1,1,1,6,2,2,0,170,1,-81.3564411,28.5085825,8010,570
"43221",50,1,1,5,0,0,1,1,1,0,32,1,-74.2824862,40.6041777,1896,786
"43223",167,0,0,9,1,1,2,2,1,0,152,1,-80.1372757,25.9347377,3140,625
"43224",362,1,0,4,0,4,5,2,1,0,113,1,-74.2296713,40.6216016,2404,NA
"43225",200,1,0,4,1,2,3,1,1,0,118,1,-73.8124984,40.6764003,2951,604
"43226",165,0,0,7,0,3,3,1,2,1,92,1,-76.1473156,43.0481645,6686,520
"43229",229,0,0,4,2,0,3,2,2,0,84,1,-74.3411515,40.6519674,1557,792
"43230",221,0,0,7,1,2,3,2,1,1,106,1,-73.8154394,41.0390683,5567,611
"43232",47,0,0,2,1,3,1,1,1,0,53,0,-74.223802,40.9025415,1117,726
"43234",142,0,0,7,2,3,2,3,1,0,61,1,-74.0388252,40.9282671,2251,689
"43235",68,0,0,5,0,1,1,1,1,0,80,1,-73.9109977,40.7633726,648,713
"43236",178,0,0,7,1,3,2,0,2,0,105,0,-75.2187346,43.0808833,6602,534
"43237",158,1,1,3,0,4,2,2,1,1,128,1,-92.9583024,45.0539789,2481,646
"43238",120,0,0,4,0,1,2,1,2,0,68,1,-74.2120629,40.7132136,2774,659
"43239",151,0,0,8,2,0,2,2,2,0,66,1,-82.723924,27.791959,3847,690
"43240",160,0,0,9,2,1,3,3,3,1,77,1,-73.541744,41.0901834,1314,719
"43241",42,0,0,7,1,2,1,0,2,1,78,0,-80.3992652,25.595058,5605,616
"43242",103,0,0,1,0,2,2,2,3,0,60,1,-81.7294702,30.3065729,2470,671
"43243",176,0,0,9,0,4,2,1,3,1,92,1,-74.1504204,40.5535039,14436,539
"43244",203,0,0,0,1,4,4,1,2,1,169,0,-73.0700421,40.7941562,1403,715
"43245",94,0,0,4,2,0,1,1,1,1,36,0,-74.7015158,40.8967137,2002,605
"43247",87,1,1,0,2,1,1,0,1,1,58,1,-74.223802,40.9025415,3261,619
"43248",152,1,1,4,2,0,2,0,1,1,99,0,-74.6576091,40.9425947,3525,709
"43249",104,0,0,6,0,3,2,1,2,0,95,1,-82.7832489,28.0339553,1164,739
"43250",63,0,0,9,0,3,1,2,2,1,51,1,-72.8456399,40.8093249,7023,594
"43251",145,0,0,6,1,1,2,1,2,1,105,1,-87.9383822,43.0543956,35279,547
"43253",83,1,1,9,1,2,1,3,3,0,58,1,-73.6241855,40.6986257,1885,738
"43254",136,0,0,9,0,1,3,2,1,1,85,0,-83.3749322,33.954258,9997,573
"43255",127,1,1,5,2,0,2,2,2,0,95,1,-74.4818698,40.6019636,4755,584
"43256",73,0,0,5,0,4,1,1,2,1,61,1,-74.1386767,40.6311567,6684,482
"43257",60,0,0,4,0,3,1,3,2,1,39,1,-93.3001125,45.0972272,1504,765
"43258",169,0,0,6,0,2,2,2,1,2,129,0,-84.238417,33.9851868,1571,736
"43259",239,0,0,9,2,3,3,0,1,0,129,1,-72.8101887,41.6530611,3516,612
"43260",137,0,0,7,2,0,2,1,2,2,82,0,-74.7775938,40.1163333,3165,628
"43263",143,0,0,9,0,3,2,1,1,0,75,1,-84.3259367,33.7980995,7252,476
"43264",396,0,0,1,0,4,6,2,1,1,189,1,-87.9432837,43.1272254,25283,558
"43266",86,0,0,1,0,0,1,3,2,1,62,1,-80.1121493,26.1640451,1454,764
"43267",43,0,0,0,2,2,1,0,1,1,17,1,-73.6830521,41.0125894,1357,743
"43269",84,0,0,6,1,1,1,2,2,0,78,1,-81.6363869,30.2949194,6299,506
"43271",180,0,0,4,3,4,2,1,1,0,112,0,-74.2868868,40.7199369,5268,640
"43272",157,0,0,4,1,0,2,2,1,0,105,0,-86.8490126,33.4412139,18758,531
"43273",89,1,0,4,0,0,1,1,3,1,66,1,-81.1747498,28.5374094,3625,654
"43274",51,1,1,9,2,0,1,1,2,0,61,1,-82.7940297,27.9180298,2848,617
"43275",161,0,0,7,2,2,2,2,2,0,108,1,-73.8279381,42.6907733,2276,600
"43277",106,0,0,4,1,0,2,2,2,1,114,0,-93.1855735,44.9790183,1467,778
"43278",58,0,0,3,2,0,1,2,1,0,34,1,-74.1386767,40.4426433,1617,726
"43279",151,0,0,4,0,3,2,3,1,0,86,0,-73.8753525,41.0264709,2762,646
"43280",121,0,0,0,2,1,2,1,1,1,101,1,-80.360297,25.7858514,3265,598
"43281",55,0,0,9,0,4,1,1,3,0,51,0,-72.7629126,41.6651577,2060,635
"43282",42,1,1,7,2,0,1,0,2,0,59,1,-73.5535234,40.6488134,5883,626
"43283",64,1,1,4,1,1,1,0,2,0,50,1,-74.223802,40.9025415,2329,580
"43284",75,0,0,6,0,1,1,2,1,1,61,0,-84.1540659,33.9812131,15829,485
"43285",293,0,0,9,0,1,4,0,3,0,147,0,-89.4269287,43.1054334,12589,612
"43288",68,1,1,2,2,1,1,2,1,0,32,0,-74.197388,40.7235275,603,766
"43289",87,1,1,6,2,1,1,2,1,0,64,0,-80.0590804,26.6654996,4154,644
"43290",87,0,0,2,1,0,1,2,1,1,56,0,-83.3749322,33.954258,42677,575
"43291",195,0,0,1,2,1,4,3,1,0,116,1,-82.394,28.0362327,1936,706
"43292",145,0,0,7,0,0,2,1,2,0,48,1,-73.6241855,40.6986257,3395,673
"43293",52,0,0,6,0,3,1,0,2,0,34,1,-81.3509416,28.5950986,3088,639
"43294",179,1,1,5,0,4,3,2,2,0,123,0,-88.3530747,44.2455449,6730,528
"43295",62,0,0,0,2,0,1,2,1,0,46,0,-80.1484407,25.783312,2665,644
"43296",80,0,0,3,0,4,1,0,1,1,43,1,-84.2542195,33.9025669,10845,589
"43298",155,0,0,9,0,4,3,2,2,2,97,1,-80.2823063,25.839203,3530,700
"43299",75,1,1,8,1,0,1,1,1,2,17,0,-72.6683333,41.737618,2787,647
"43300",94,0,0,1,1,0,1,2,2,0,67,1,-93.6344466,44.9353307,2631,681
"43301",128,0,0,5,1,2,2,1,3,1,67,0,-74.1621634,40.9111613,1525,757
"43304",97,0,0,8,0,4,1,1,2,0,57,1,-84.2858121,33.8484195,44248,510
"43306",63,0,0,0,0,3,1,0,2,1,56,1,-82.4698603,28.0869646,2508,666
"43307",215,0,0,6,0,4,3,0,2,0,109,1,-72.9934468,41.5399755,6346,557
"43308",171,1,0,1,0,4,2,2,3,0,91,0,-72.6032895,41.7516768,4076,683
"43309",270,0,0,4,2,0,5,2,1,0,162,0,-73.9001578,41.6940961,1716,753
"43310",208,0,0,6,1,3,3,0,1,1,79,1,-81.614468,30.2018746,1955,734
"43312",61,1,0,0,1,2,1,1,2,0,75,1,-82.7401087,27.8219579,5438,715
"43314",72,0,0,0,2,0,1,3,1,1,21,1,-80.0926014,26.6211772,1334,768
"43315",135,0,0,2,2,1,2,1,3,0,118,0,-74.1181234,40.9074337,4975,606
"43316",147,0,0,2,1,0,2,1,1,1,93,1,-74.6576091,40.2276834,4496,618
"43317",234,0,0,3,3,3,3,1,2,0,110,0,-84.3410586,33.9260395,14939,487
"43318",266,0,0,0,1,1,4,0,1,0,113,1,-73.8213213,40.9071072,3737,663
"43319",145,0,0,1,0,0,2,2,1,1,114,1,-82.5348172,27.9741076,9119,565
"43320",258,1,1,4,1,2,3,2,1,1,129,1,-73.7919103,40.7154518,4781,599
"43321",237,0,0,5,2,1,3,3,1,0,106,1,-74.4818698,39.3386704,1897,747
"43322",85,0,0,0,2,0,1,1,2,1,44,1,-77.6221091,43.1491054,1017,714
"43323",206,0,0,4,1,2,3,2,1,0,91,1,-74.0946311,40.9041233,4075,606
"43325",264,0,0,6,2,1,4,2,1,1,102,1,-80.2962385,25.778647,1717,769
"43326",127,0,0,7,0,4,3,0,2,0,100,1,-73.9874105,40.7322535,12952,456
"43327",67,0,0,5,0,3,1,1,2,0,39,0,-80.4326521,25.9839048,4500,654
"43328",92,1,1,0,0,3,1,1,1,1,47,1,-93.2355522,45.0196219,2217,648
"43329",70,1,1,7,0,1,1,2,1,1,28,1,-84.3857442,33.7026678,18031,604
"43330",214,0,0,2,2,0,3,1,1,0,73,1,-73.9558204,40.7728432,5498,644
"43333",71,0,0,9,1,3,1,2,3,0,52,1,-80.2711588,26.1076663,4409,609
"43334",97,1,1,0,1,0,1,1,1,0,117,1,-93.0962099,44.9908014,2608,661
"43336",84,0,0,4,1,1,1,2,1,0,72,1,-74.2531465,40.8029914,2221,644
"43337",121,0,0,9,2,0,2,0,1,0,62,1,-73.0464309,40.9086014,1990,765
"43338",144,0,0,0,2,0,2,1,2,1,68,1,-80.1121493,26.1640451,2645,616
"43339",52,0,0,7,1,0,1,2,3,2,59,1,-75.0319086,40.0072707,7853,574
"43340",119,0,0,9,1,2,2,2,1,1,111,1,-80.109357,26.4647478,1596,709
"43341",170,0,0,4,3,0,2,0,1,0,73,0,-93.3337208,45.1243266,9597,495
"43342",155,0,0,5,0,2,2,0,2,0,102,0,-84.5064881,33.8806897,39181,588
"43345",289,0,0,8,1,2,4,0,2,1,136,1,-80.2793593,25.9906428,2324,686
"43346",233,1,1,4,2,0,3,0,1,0,82,0,-92.0695841,46.8090502,1952,750
"43347",49,0,0,5,0,4,1,1,3,0,64,0,-74.2120629,40.8811718,3864,622
"43348",72,0,0,3,0,4,1,1,3,0,53,0,-82.7940297,27.8480989,5947,675
"43349",141,0,0,4,2,0,2,1,3,0,110,1,-74.0087126,40.7136487,7838,505
"43350",101,1,0,0,2,0,2,2,2,1,68,0,-74.511172,39.3983456,2672,725
"43351",137,1,0,4,2,0,2,1,3,0,127,1,-73.9991637,40.7536854,4844,620
"43353",363,0,0,2,1,2,6,3,1,0,199,0,-77.5504779,43.1770344,3609,653
"43354",195,1,1,8,1,1,3,1,2,1,113,1,-73.195196,41.1865502,2556,661
"43355",226,0,0,0,0,4,3,2,1,1,117,1,-74.2824862,40.4751425,1254,759
"43358",292,0,0,8,0,3,4,0,3,0,131,1,-87.8991514,43.0439776,11762,572
"43360",90,0,0,5,1,4,1,2,2,1,45,0,-74.2120629,40.7725485,1198,687
"43361",97,0,0,9,0,4,1,2,1,0,55,1,-80.2349196,25.7862401,2375,558
"43363",66,0,0,9,0,4,1,1,2,0,19,1,-80.0814292,26.4569636,4985,618
"43364",90,1,0,4,1,2,1,2,1,0,39,0,-82.7023383,28.3031034,198,727
"43365",347,0,0,5,1,0,5,1,2,0,151,1,-74.1416127,40.8811561,2955,650
"43367",143,1,0,6,2,0,3,0,1,0,67,1,-80.1484407,25.9823108,5520,636
"43368",181,0,0,5,0,1,3,1,1,0,81,1,-76.1377935,42.9979838,7392,577
"43369",58,0,0,7,0,0,1,1,1,0,58,0,-74.1827119,40.555548,2821,677
"43370",54,0,0,8,0,4,1,0,2,0,17,1,-81.7294702,30.3065729,3103,613
"43371",187,1,0,4,1,1,2,2,2,0,94,1,-82.5889012,27.4872771,1273,698
"43373",159,0,0,6,0,3,2,2,1,1,104,0,-73.1644628,41.2007682,1168,732
"43374",77,1,1,8,1,4,1,2,1,0,51,1,-80.1763467,26.142147,2089,651
"43375",158,1,1,5,0,4,2,1,3,0,110,1,-73.9095279,40.8310224,4663,668
"43376",171,0,0,5,0,1,2,0,2,0,84,0,-86.8490126,33.4412139,42468,476
"43377",316,1,0,7,0,1,6,0,2,0,170,0,-73.9183464,42.8162941,7880,586
"43378",82,0,0,0,2,0,1,2,3,1,48,0,-73.1792125,41.1858661,828,NA
"43379",83,1,1,7,0,3,1,1,1,0,19,0,-74.1827119,40.5952146,15733,517
"43380",82,0,0,1,1,0,1,1,1,0,60,1,-77.55621,43.2110525,3633,610
"43381",227,0,0,4,1,3,3,3,1,2,130,0,-74.0711359,40.1267952,4767,631
"43382",83,0,0,3,1,2,1,1,1,0,53,0,-81.3124341,28.6678749,1258,797
"43383",58,0,0,3,2,0,1,3,2,0,48,0,-88.04,30.69,4811,708
"43384",114,0,0,0,0,4,2,2,1,2,93,1,-80.621591,28.3150144,3768,661
"43385",226,0,0,5,1,3,3,0,2,0,121,1,-73.8918897,40.7594109,2464,677
"43386",300,0,0,6,0,4,4,0,2,1,101,1,-80.0533253,26.7153474,5736,663
"43388",213,1,1,0,2,1,3,2,2,1,72,1,-80.0926014,26.6211772,1006,758
"43389",250,0,0,0,1,3,4,1,1,0,118,1,-73.8360251,40.8476284,6105,547
"43390",72,0,0,6,1,2,1,2,1,0,66,1,-73.9080581,40.8147803,3027,664
"43393",139,1,0,2,2,0,2,0,2,2,102,1,-73.8713099,40.9905542,4661,639
"43394",51,0,0,2,0,1,1,1,1,0,49,1,-73.7448437,40.5850432,9318,584
"43395",66,0,0,0,0,4,1,1,2,1,70,1,-74.0916944,40.8519315,1953,722
"43398",141,0,0,4,0,0,3,3,1,0,106,1,-73.0818468,40.7368396,11653,518
"43401",116,0,0,5,1,1,2,3,2,0,118,1,-75.064035,39.8783477,1311,736
"43403",79,0,0,2,1,4,1,0,2,0,54,1,-74.3176876,40.5892333,1074,731
"43404",134,0,0,8,1,2,2,1,1,2,96,1,-80.1596041,25.7138002,4045,737
"43405",136,1,1,3,1,1,2,0,1,0,84,1,-74.1533563,40.843339,582,743
"43406",316,0,0,9,1,1,5,1,3,0,126,1,-81.3674389,28.6366753,1473,730
"43407",95,0,0,0,1,0,1,2,2,1,43,1,-80.6437906,28.1543081,4307,664
"43408",75,0,0,4,0,4,1,0,2,2,54,1,-80.3992652,25.7357116,7171,569
"43409",164,0,0,4,0,2,2,1,1,1,106,1,-74.3792737,40.4462997,2163,718
"43411",97,0,0,7,1,1,1,2,1,0,47,1,-93.0962099,44.9908014,1639,760
"43412",170,0,0,2,0,2,2,1,1,0,113,1,-73.541744,40.7853084,6817,579
"43413",236,0,0,0,1,2,3,3,3,0,110,1,-80.2042436,25.8105183,1455,764
"43414",62,0,0,5,0,4,1,0,1,0,41,0,-84.3857442,33.8363126,36482,515
"43415",67,0,0,8,0,4,1,2,3,0,46,0,-84.4015075,33.5528023,13845,567
"43417",226,0,0,9,0,4,3,3,1,0,153,0,-79.059163,43.0863355,7578,617
"43419",85,0,0,9,0,4,1,2,2,2,56,1,-74.2824862,40.5545823,6910,599
"43420",258,0,0,4,2,0,4,0,2,0,96,1,-74.0329499,40.7300567,1194,762
"43421",95,1,1,6,2,1,1,0,2,0,49,1,-81.3014284,28.6092911,6452,570
"43422",143,0,0,0,1,3,2,1,2,1,96,1,-77.6221091,43.1491054,4104,584
"43424",76,1,1,7,1,3,1,0,1,0,43,1,-89.3274391,43.0709333,14021,492
"43425",161,0,0,5,2,1,2,1,1,0,108,1,-74.0358876,40.846514,1461,762
"43426",49,1,1,4,1,0,1,0,1,0,49,1,-74.1063776,40.7972384,6316,456
"43428",125,0,0,8,1,2,2,2,1,0,68,0,-80.3101684,26.1512497,4720,622
"43429",287,0,0,3,1,1,4,1,1,0,130,1,-74.0447003,41.0078617,1963,779
"43430",121,0,0,4,1,3,2,1,3,0,71,0,-76.7913558,42.069498,3549,702
"43431",60,0,0,1,2,1,1,1,1,1,50,1,-80.1819268,26.0197012,2234,596
"43432",44,0,0,3,2,1,1,2,1,0,55,0,-73.9536163,40.913708,2292,719
"43434",182,0,0,0,0,3,2,3,3,0,118,1,-93.2355522,45.0196219,1504,735
"43435",93,1,0,8,1,2,1,1,3,1,56,1,-82.5158778,27.9410535,3602,600
"43436",199,0,0,5,3,0,3,2,2,1,119,0,-82.4129729,28.0634666,2811,646
"43438",90,0,0,1,0,2,1,2,1,1,57,1,-80.0814292,26.8070321,9868,584
"43439",75,0,0,4,2,1,1,1,2,0,54,1,-73.8918897,40.6655101,5944,688
"43440",181,0,0,7,1,3,3,0,1,0,77,1,-73.6447908,40.842212,5767,632
"43441",181,0,0,7,1,1,3,1,3,0,78,0,-78.7079381,42.9007932,7456,501
"43443",49,0,0,0,1,1,1,0,2,0,37,0,-73.8213213,40.7493096,2071,639
"43444",130,0,0,1,1,2,2,0,1,0,52,1,-82.6645469,27.7480089,2838,657
"43446",96,0,0,3,0,4,2,0,1,0,85,1,-80.2028489,25.7767549,5439,598
"43447",76,0,0,4,0,3,1,2,3,0,36,0,-80.7380716,28.37512,6844,484
"43448",88,0,0,0,2,0,1,3,2,1,61,1,-74.2040745,40.6669059,1506,751
"43449",180,0,0,2,2,1,2,1,2,0,98,1,-74.0476378,41.1139452,3105,669
"43451",89,1,1,9,2,1,1,3,2,0,34,0,-81.97,33.47,25152,521
"43452",172,0,0,2,0,3,2,2,1,0,71,1,-84.3410586,33.9260395,25226,563
"43453",77,0,0,4,1,2,1,2,2,0,17,1,-82.6861446,27.7374908,3194,641
"43455",85,1,1,0,1,2,1,2,1,0,68,1,-93.4296446,44.9019949,4258,600
"43456",56,0,0,0,0,4,1,1,1,0,48,0,-93.0275802,44.8759802,5421,616
"43460",276,0,0,2,0,4,4,0,1,1,114,1,-86.8671989,33.5053544,34094,546
"43461",294,0,0,5,1,1,4,3,3,0,142,1,-82.5158778,27.9410535,3466,697
"43463",91,1,1,5,0,3,1,1,2,1,73,0,-89.4600369,43.0716332,15147,569
"43464",80,0,0,4,1,1,1,0,1,0,17,1,-73.8330844,40.9383349,3164,674
"43465",202,1,1,4,1,1,3,1,1,0,92,0,-75.9065783,42.1017651,3893,655
"43467",56,0,0,3,0,4,1,2,1,1,55,1,-74.8097703,40.1181399,1322,728
"43469",153,0,0,7,1,1,2,1,2,0,123,1,-73.5535234,40.6488134,9774,619
"43470",124,0,0,1,0,4,2,3,2,0,101,1,-74.0094562,40.7064363,3325,658
"43471",166,0,0,1,1,2,2,0,1,0,74,1,-84.448772,33.6832181,5906,615
"43472",77,0,0,7,2,0,1,1,1,0,51,1,-73.1408613,40.8441592,5644,727
"43473",301,1,1,2,1,1,5,0,1,0,143,1,-74.0173484,40.7084274,4669,652
"43474",246,0,0,0,0,3,4,0,2,1,102,1,-74.1739057,40.6311444,3052,673
"43475",73,1,1,3,0,3,1,2,3,1,56,1,-74.4173877,40.56829,5640,673
"43476",59,1,1,9,1,2,1,0,2,2,17,1,-78.8099472,42.8820351,2029,679
"43478",78,0,0,9,0,3,1,2,1,1,44,0,-88.372493,44.2837065,14208,468
"43479",66,1,1,5,2,0,1,3,2,2,54,0,-74.4232507,40.7623187,4538,713
"43480",84,1,0,7,0,4,1,2,2,0,49,0,-88.1974148,43.015059,12945,533
"43483",64,0,0,3,0,3,1,2,2,1,60,0,-88.0411993,43.1095503,27066,569
"43486",178,1,1,1,0,4,3,2,3,0,125,0,-83.3742647,33.9517842,77359,511
"43487",220,0,0,7,0,3,3,1,3,2,111,0,-84.3279093,33.7724417,8856,506
"43489",55,0,0,4,2,1,1,1,1,1,56,1,-73.7110078,40.7568752,1352,735
"43490",289,1,1,4,2,0,5,1,2,0,165,0,-81.6309078,30.243028,1045,698
"43492",88,1,1,3,0,4,1,1,1,0,64,1,-73.0759446,40.8688263,11100,483
"43493",313,0,0,5,0,4,4,2,1,0,130,1,-88.0167406,43.0169374,6212,510
"43494",51,0,0,6,0,0,1,2,1,0,39,0,-74.0094471,40.7217861,6956,557
"43496",54,0,0,0,0,1,1,2,2,1,42,1,-80.4604643,25.6987264,3101,666
"43498",244,0,0,5,0,3,3,0,3,0,92,1,-80.1372757,26.4608477,3802,700
"43499",85,0,0,0,0,4,1,1,2,1,57,1,-73.8713099,40.8723987,6868,564
"43500",176,0,0,5,0,4,2,2,1,1,107,1,-73.0464309,41.2220944,2235,637
"43501",174,0,0,0,0,3,2,3,2,2,119,1,-84.3594626,33.81842,10187,558
"43502",54,0,0,4,1,1,1,1,3,0,82,1,-73.8477874,40.8690303,2561,613
"43503",219,0,0,2,1,1,3,1,2,1,141,1,-74.4408385,39.3685196,2116,658
"43504",76,1,1,5,2,2,1,2,2,0,61,1,-80.1763467,26.142147,1127,749
"43507",75,1,1,8,1,1,1,3,2,1,30,1,-73.9330429,40.6515882,4530,664
"43509",105,0,0,7,2,1,2,3,2,0,89,1,-93.3439291,44.9465193,3632,636
"43510",238,1,1,2,0,3,3,1,1,0,92,1,-73.9653715,40.8562383,2157,679
"43511",91,0,0,9,0,1,1,2,2,1,51,1,-73.8124984,40.6764003,11340,558
"43512",80,0,0,4,0,2,1,2,1,0,46,1,-73.8213213,40.7295546,7293,561
"43513",208,0,0,6,2,0,3,1,2,1,92,1,-93.3767976,45.0155422,1269,805
"43515",167,1,1,1,0,1,2,0,2,2,93,1,-72.9283391,41.3212912,4139,690
"43516",231,0,0,7,0,3,3,0,2,0,94,0,-82.0161996,33.3701528,16813,488
"43517",82,0,0,1,2,1,1,2,2,2,43,1,-81.9425701,26.6272788,3321,662
"43518",197,0,0,1,1,1,3,1,1,0,131,0,-82.5131717,27.9263478,4075,671
"43521",140,0,0,0,1,1,2,0,1,1,141,1,-73.4121277,40.6676105,10248,548
"43522",163,0,0,3,1,3,2,1,2,1,87,0,-84.4750137,33.7234034,652,749
"43523",110,1,1,3,1,2,2,0,2,1,62,1,-93.6344466,44.9353307,6071,553
"43524",40,0,0,5,1,2,1,1,2,1,62,1,-74.2120629,40.821948,3067,672
"43525",68,1,1,0,1,2,1,2,2,0,66,1,-93.1640525,45.0122826,34,735
