"","X","convert_ind","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","split","freq_agent"
"41809",41809,0,0,0,0,0,4,2,0,2,0,56,"Train",1
"41810",41810,0,0,0,5,1,3,2,2,1,1,82,"Train",1
"41811",41811,0,0,0,4,1,0,2,1,3,0,65,"Train",1
"41812",41812,NA,0,0,0,1,2,5,1,1,0,131,"Test",1
"41813",41813,NA,0,0,3,1,0,2,3,1,0,101,"Test",1
"41814",41814,0,1,1,6,1,2,1,1,1,1,56,"Train",0
"41815",41815,0,0,0,1,0,4,1,1,1,1,45,"Train",0
"41816",41816,0,0,0,3,0,4,2,1,1,0,82,"Train",1
"41817",41817,0,0,0,0,0,4,1,3,1,0,36,"Train",1
"41818",41818,0,0,0,7,0,4,2,3,1,0,93,"Train",1
"41819",41819,1,1,1,5,2,0,2,2,2,0,94,"Train",0
"41820",41820,1,0,0,5,0,3,3,1,1,0,93,"Train",1
"41821",41821,0,1,0,5,1,3,1,2,1,0,54,"Train",1
"41822",41822,0,0,0,9,1,2,1,1,2,0,38,"Train",1
"41823",41823,0,1,1,7,1,2,1,2,1,0,54,"Train",1
"41824",41824,0,1,1,0,3,3,2,1,1,0,69,"Train",0
"41825",41825,0,0,0,0,1,3,1,1,2,2,54,"Train",1
"41826",41826,NA,0,0,6,0,4,1,3,1,0,75,"Test",1
"41827",41827,0,0,0,7,0,4,2,1,1,0,91,"Train",0
"41828",41828,NA,1,1,1,3,1,3,2,1,1,110,"Test",0
"41829",41829,0,0,0,0,0,1,2,2,1,0,127,"Train",1
"41830",41830,0,1,1,7,0,1,1,1,2,0,50,"Train",1
"41831",41831,0,1,1,1,0,3,4,0,2,0,90,"Train",1
"41832",41832,0,0,0,5,2,1,4,0,2,1,153,"Train",1
"41833",41833,0,1,0,0,2,0,1,1,2,0,60,"Train",1
"41834",41834,0,0,0,9,2,0,2,1,3,2,100,"Train",1
"41835",41835,0,0,0,0,0,2,3,1,2,0,93,"Train",0
"41836",41836,1,1,0,0,2,0,3,2,1,0,109,"Train",1
"41837",41837,1,0,0,5,2,1,1,3,2,1,49,"Train",1
"41838",41838,1,0,0,2,3,1,1,2,1,2,48,"Train",1
"41839",41839,0,0,0,6,2,0,2,1,1,0,81,"Train",1
"41840",41840,0,1,1,9,1,1,1,1,1,1,58,"Train",1
"41841",41841,1,0,0,5,2,4,2,1,2,0,100,"Train",0
"41842",41842,0,0,0,7,2,0,5,1,1,1,165,"Train",0
"41843",41843,NA,0,0,1,1,1,1,1,2,1,34,"Test",1
"41844",41844,NA,1,1,4,2,3,1,1,1,0,26,"Test",0
"41845",41845,0,1,1,8,1,1,1,2,2,2,30,"Train",1
"41846",41846,NA,1,1,5,1,2,2,3,1,2,65,"Test",1
"41847",41847,0,0,0,7,1,1,5,1,1,1,174,"Train",0
"41848",41848,1,0,0,2,0,4,3,1,2,1,101,"Train",1
"41849",41849,NA,0,0,2,1,0,1,2,1,0,77,"Test",1
"41850",41850,0,0,0,2,0,4,3,0,3,0,76,"Train",1
"41851",41851,NA,0,0,3,0,1,3,1,1,1,151,"Test",1
"41852",41852,0,0,0,2,1,3,3,0,1,0,126,"Train",1
"41853",41853,0,0,0,4,1,3,2,1,1,0,112,"Train",0
"41854",41854,NA,0,0,0,2,1,3,1,1,0,117,"Test",1
"41855",41855,0,0,0,5,1,3,1,2,1,2,55,"Train",1
"41856",41856,1,0,0,4,2,1,1,1,1,1,44,"Train",1
"41857",41857,0,0,0,2,2,2,2,0,1,1,96,"Train",1
"41858",41858,0,0,0,2,2,1,1,1,2,0,62,"Train",1
"41859",41859,NA,0,0,7,2,0,1,1,1,0,32,"Test",0
"41860",41860,0,0,0,2,2,2,2,1,2,2,81,"Train",0
"41861",41861,0,0,0,4,0,3,1,1,1,0,64,"Train",1
"41862",41862,1,0,0,9,2,4,1,2,2,1,50,"Train",0
"41863",41863,0,0,0,7,1,2,5,1,1,0,117,"Train",1
"41864",41864,0,0,0,1,0,1,3,0,2,2,99,"Train",1
"41865",41865,0,1,1,7,1,0,1,1,1,0,17,"Train",1
"41866",41866,NA,1,1,7,1,1,1,1,3,0,62,"Test",0
"41867",41867,0,0,0,7,1,3,3,3,1,1,152,"Train",1
"41868",41868,NA,0,0,4,1,2,1,2,2,0,55,"Test",1
"41869",41869,0,1,1,2,1,0,2,0,1,0,67,"Train",1
"41870",41870,0,1,0,4,0,3,1,1,2,0,61,"Train",1
"41871",41871,NA,1,1,5,1,4,1,2,1,0,45,"Test",1
"41872",41872,0,0,0,5,1,1,3,3,2,0,99,"Train",1
"41873",41873,0,0,0,5,2,2,1,2,2,0,17,"Train",1
"41874",41874,0,0,0,0,1,2,1,1,1,0,18,"Train",0
"41875",41875,0,1,0,4,2,1,2,0,2,0,75,"Train",1
"41876",41876,0,0,0,4,1,2,4,0,3,1,113,"Train",1
"41877",41877,NA,0,0,2,0,4,1,1,1,0,57,"Test",0
"41878",41878,0,0,0,9,0,4,2,2,1,1,89,"Train",0
"41879",41879,0,0,0,6,1,1,1,2,1,0,66,"Train",1
"41880",41880,0,0,0,6,2,3,3,1,2,0,108,"Train",1
"41881",41881,NA,0,0,6,2,1,1,3,1,1,69,"Test",1
"41882",41882,0,1,1,0,2,1,3,2,1,0,96,"Train",1
"41883",41883,NA,0,0,5,1,1,5,3,1,1,146,"Test",1
"41884",41884,0,0,0,1,1,1,3,2,2,1,84,"Train",0
"41885",41885,0,0,0,1,0,4,3,0,1,0,99,"Train",1
"41886",41886,0,0,0,4,1,2,2,2,2,0,58,"Train",1
"41887",41887,1,0,0,1,2,1,2,1,3,0,93,"Train",0
"41888",41888,NA,0,0,6,0,2,4,0,1,1,108,"Test",1
"41889",41889,NA,0,0,4,2,3,3,1,1,0,78,"Test",0
"41890",41890,0,0,0,1,1,2,1,0,1,1,34,"Train",0
"41891",41891,0,0,0,9,0,1,1,1,1,0,34,"Train",1
"41892",41892,NA,1,1,8,0,4,2,2,2,1,114,"Test",1
"41893",41893,NA,1,1,2,1,0,5,2,1,1,164,"Test",1
"41894",41894,0,0,0,6,0,0,2,1,3,0,69,"Train",1
"41895",41895,0,0,0,7,1,3,2,0,1,1,66,"Train",1
"41896",41896,0,0,0,5,1,1,1,3,1,0,60,"Train",1
"41897",41897,0,0,0,8,1,0,3,1,1,0,76,"Train",1
"41898",41898,NA,0,0,9,1,1,1,1,2,0,70,"Test",1
"41899",41899,0,0,0,6,0,4,1,1,2,1,60,"Train",1
"41900",41900,0,0,0,0,1,1,4,1,1,1,135,"Train",0
"41901",41901,0,0,0,0,1,1,1,0,1,0,39,"Train",1
"41902",41902,NA,1,1,9,1,1,4,2,2,0,150,"Test",1
"41903",41903,0,0,0,4,1,2,1,2,3,0,52,"Train",0
"41904",41904,NA,1,1,6,2,1,2,2,1,1,108,"Test",1
"41905",41905,0,0,0,1,0,3,6,0,2,0,176,"Train",1
"41906",41906,0,0,0,4,1,0,1,2,1,0,44,"Train",1
"41907",41907,1,1,1,5,2,0,2,2,2,0,89,"Train",1
"41908",41908,NA,0,0,9,0,3,2,3,1,0,111,"Test",1
"41909",41909,1,0,0,1,0,4,2,3,2,0,77,"Train",1
"41910",41910,NA,0,0,4,2,1,1,2,2,0,61,"Test",1
"41911",41911,0,1,1,5,2,0,1,1,2,0,42,"Train",0
"41912",41912,0,0,0,1,2,0,1,1,3,0,60,"Train",1
"41913",41913,1,0,0,9,0,2,1,3,1,0,37,"Train",1
"41914",41914,0,0,0,0,0,3,1,1,1,0,19,"Train",1
"41915",41915,0,0,0,9,1,0,2,3,1,1,75,"Train",1
"41916",41916,0,1,1,5,1,1,3,0,1,0,88,"Train",1
"41917",41917,1,0,0,0,1,2,1,0,2,1,93,"Train",1
"41918",41918,0,0,0,7,0,4,1,1,1,0,62,"Train",1
"41919",41919,1,0,0,9,1,1,3,1,1,0,117,"Train",1
"41920",41920,NA,1,1,2,2,3,2,2,1,1,55,"Test",1
"41921",41921,0,0,0,3,0,3,2,3,1,0,108,"Train",1
"41922",41922,0,0,0,5,2,2,1,1,2,0,46,"Train",1
"41923",41923,0,0,0,5,1,2,6,2,1,1,174,"Train",0
"41924",41924,0,0,0,5,2,4,2,1,1,1,106,"Train",0
"41925",41925,1,0,0,9,2,0,2,0,1,0,50,"Train",1
"41926",41926,NA,0,0,7,0,4,5,3,1,0,154,"Test",1
"41927",41927,0,1,0,7,1,2,2,1,2,0,66,"Train",0
"41928",41928,NA,0,0,7,1,1,2,1,3,2,104,"Test",0
"41929",41929,1,0,0,2,2,0,1,2,1,1,48,"Train",1
"41930",41930,NA,0,0,6,1,2,1,2,2,0,62,"Test",1
"41931",41931,0,1,1,4,1,2,1,1,3,0,50,"Train",0
"41932",41932,NA,0,0,9,1,2,1,0,3,0,72,"Test",0
"41933",41933,1,0,0,2,0,0,2,0,1,0,81,"Train",1
"41934",41934,1,0,0,1,2,0,2,0,2,0,85,"Train",0
"41935",41935,NA,0,0,1,0,4,1,2,1,0,50,"Test",1
"41936",41936,0,1,0,9,1,0,1,2,3,0,45,"Train",1
"41937",41937,0,0,0,6,1,2,1,3,1,1,52,"Train",1
"41938",41938,0,0,0,7,1,2,1,2,1,0,34,"Train",0
"41939",41939,1,0,0,2,1,1,2,2,1,2,125,"Train",1
"41940",41940,0,0,0,9,3,2,1,1,2,1,68,"Train",1
"41941",41941,0,0,0,0,0,4,3,3,2,0,107,"Train",1
"41942",41942,0,0,0,9,1,1,1,1,2,1,78,"Train",1
"41943",41943,0,1,1,4,0,4,3,1,1,2,111,"Train",0
"41944",41944,0,0,0,1,0,2,1,0,1,1,41,"Train",0
"41945",41945,0,0,0,9,2,2,2,2,2,1,63,"Train",1
"41946",41946,1,0,0,6,1,0,2,2,3,1,70,"Train",1
"41947",41947,0,0,0,2,0,4,4,1,1,1,163,"Train",1
"41948",41948,0,0,0,1,1,3,3,0,2,1,91,"Train",1
"41949",41949,NA,1,1,7,0,0,1,0,1,0,38,"Test",0
"41950",41950,0,1,0,0,3,0,3,1,1,0,132,"Train",1
"41951",41951,0,0,0,0,1,2,1,0,1,0,51,"Train",0
"41952",41952,0,0,0,4,2,2,1,1,1,0,52,"Train",1
"41953",41953,NA,0,0,6,1,3,1,1,2,1,47,"Test",0
"41954",41954,0,0,0,9,2,0,2,3,1,0,80,"Train",1
"41955",41955,0,0,0,2,1,0,2,1,3,1,107,"Train",0
"41956",41956,0,0,0,5,0,4,5,1,2,0,188,"Train",1
"41957",41957,0,0,0,0,1,2,1,1,3,1,17,"Train",1
"41958",41958,0,0,0,5,2,3,1,1,2,0,45,"Train",1
"41959",41959,0,0,0,0,1,2,1,0,2,0,35,"Train",1
"41960",41960,0,0,0,2,0,1,2,0,1,0,101,"Train",1
"41961",41961,0,0,0,0,0,3,1,1,1,0,53,"Train",1
"41962",41962,NA,0,0,0,1,0,3,1,1,0,97,"Test",1
"41963",41963,0,1,1,4,1,3,3,0,1,0,115,"Train",1
"41964",41964,NA,0,0,0,2,3,4,1,2,1,127,"Test",1
"41965",41965,0,1,1,4,1,1,3,2,3,0,95,"Train",1
"41966",41966,NA,0,0,6,0,0,1,1,1,0,53,"Test",1
"41967",41967,0,0,0,9,2,0,1,1,2,2,46,"Train",1
"41968",41968,1,0,0,9,0,0,3,2,1,0,89,"Train",1
"41969",41969,NA,1,1,7,1,2,1,1,1,0,59,"Test",0
"41970",41970,0,1,0,0,2,3,2,3,2,0,128,"Train",1
"41971",41971,0,0,0,3,0,3,3,1,2,0,104,"Train",1
"41972",41972,0,0,0,6,1,0,2,0,1,0,133,"Train",1
"41973",41973,1,0,0,8,1,1,3,1,2,0,115,"Train",1
"41974",41974,0,0,0,1,0,4,4,1,1,1,143,"Train",0
"41975",41975,0,1,1,5,2,4,1,3,1,1,49,"Train",1
"41976",41976,NA,0,0,0,0,3,3,2,3,2,131,"Test",1
"41977",41977,0,0,0,5,0,0,2,2,1,0,119,"Train",1
"41978",41978,NA,0,0,2,2,0,2,1,1,0,102,"Test",0
"41979",41979,0,0,0,4,0,1,1,0,1,0,50,"Train",0
"41980",41980,1,1,0,0,1,2,1,2,1,0,58,"Train",1
"41981",41981,NA,0,0,0,1,3,2,0,1,0,104,"Test",1
"41982",41982,0,0,0,6,0,2,1,1,2,0,61,"Train",1
"41983",41983,0,0,0,0,0,3,3,2,1,1,85,"Train",1
"41984",41984,0,0,0,6,0,4,1,1,2,0,63,"Train",1
"41985",41985,0,0,0,5,2,3,4,1,2,1,150,"Train",1
"41986",41986,1,0,0,1,2,0,4,3,3,0,130,"Train",0
"41987",41987,1,1,1,4,2,1,1,2,1,1,41,"Train",1
"41988",41988,0,0,0,6,1,2,2,2,1,0,99,"Train",0
"41989",41989,0,0,0,7,1,2,2,1,2,1,109,"Train",0
"41990",41990,0,1,0,8,1,2,2,2,1,1,132,"Train",0
"41991",41991,NA,0,0,7,0,3,3,1,1,0,98,"Test",0
"41992",41992,0,1,1,6,0,4,3,0,3,1,159,"Train",1
"41993",41993,0,1,0,4,2,2,4,0,1,1,117,"Train",0
"41994",41994,0,1,1,7,2,0,1,2,1,0,18,"Train",1
"41995",41995,0,0,0,5,2,1,3,1,1,0,87,"Train",1
"41996",41996,0,0,0,5,0,3,3,2,3,1,125,"Train",1
"41997",41997,1,1,1,0,1,0,3,2,3,1,111,"Train",1
"41998",41998,0,0,0,0,2,1,1,1,1,0,41,"Train",0
"41999",41999,NA,1,0,6,1,3,1,3,1,0,58,"Test",1
"42000",42000,0,1,1,4,1,1,1,1,1,0,52,"Train",0
"42001",42001,0,1,0,6,0,1,4,0,3,1,97,"Train",1
"42002",42002,0,0,0,4,0,4,1,1,1,0,77,"Train",0
"42003",42003,0,0,0,9,0,1,1,3,2,0,44,"Train",0
"42004",42004,NA,0,0,2,1,3,2,2,2,1,93,"Test",0
"42005",42005,NA,0,0,2,0,3,2,2,3,0,84,"Test",1
"42006",42006,0,0,0,7,0,4,2,1,2,0,59,"Train",0
"42007",42007,0,0,0,0,1,1,2,3,2,0,72,"Train",1
"42008",42008,0,0,0,1,2,0,2,2,1,0,70,"Train",1
"42009",42009,NA,0,0,2,2,1,1,2,2,1,50,"Test",0
"42010",42010,0,1,1,1,1,3,5,1,1,1,148,"Train",1
"42011",42011,0,0,0,7,0,4,1,1,1,0,47,"Train",0
"42012",42012,0,0,0,2,1,0,5,3,3,0,103,"Train",1
"42013",42013,0,0,0,7,0,4,1,2,1,2,38,"Train",1
"42014",42014,0,1,1,6,0,4,2,0,2,0,58,"Train",1
"42015",42015,0,1,0,8,1,2,1,2,2,0,18,"Train",0
"42016",42016,0,1,0,2,1,2,3,2,1,0,76,"Train",1
"42017",42017,0,1,1,9,1,0,1,1,1,0,18,"Train",1
"42018",42018,NA,1,1,9,1,1,1,1,1,1,56,"Test",1
"42019",42019,0,0,0,6,2,1,2,2,1,0,76,"Train",1
"42020",42020,0,0,0,3,1,2,2,1,3,0,97,"Train",1
"42021",42021,0,0,0,0,2,0,3,0,1,0,89,"Train",1
"42022",42022,0,0,0,5,1,1,2,2,3,1,71,"Train",0
"42023",42023,0,1,1,5,0,4,3,1,1,1,79,"Train",1
"42024",42024,0,0,0,6,3,2,1,2,2,2,52,"Train",1
"42025",42025,0,0,0,7,0,2,3,3,1,0,123,"Train",0
"42026",42026,0,0,0,5,2,1,1,0,2,0,18,"Train",1
"42027",42027,NA,0,0,9,1,3,1,1,3,0,55,"Test",0
"42028",42028,0,0,0,9,0,2,3,1,1,1,120,"Train",1
"42029",42029,0,0,0,9,2,0,2,0,1,0,52,"Train",1
"42030",42030,NA,1,0,4,1,3,1,0,1,0,41,"Test",1
"42031",42031,0,0,0,1,1,1,2,0,1,2,100,"Train",1
"42032",42032,0,0,0,5,0,3,1,1,1,0,36,"Train",1
"42033",42033,NA,0,0,7,1,3,3,3,1,0,136,"Test",1
"42034",42034,0,1,1,2,1,1,1,0,3,0,17,"Train",1
"42035",42035,0,1,1,2,0,4,1,3,2,0,61,"Train",1
"42036",42036,0,1,1,4,3,2,1,0,1,2,52,"Train",0
"42037",42037,NA,1,1,1,1,1,2,2,2,0,74,"Test",1
"42038",42038,0,0,0,9,2,1,5,2,1,0,128,"Train",1
"42039",42039,NA,0,0,5,0,4,4,0,1,0,143,"Test",0
"42040",42040,0,0,0,2,2,0,2,1,2,0,71,"Train",1
"42041",42041,1,0,0,4,0,0,1,1,1,2,61,"Train",1
"42042",42042,0,0,0,6,0,0,4,2,1,0,124,"Train",0
"42043",42043,NA,1,0,9,0,2,1,0,3,0,31,"Test",0
"42044",42044,0,1,1,0,3,4,1,2,1,1,52,"Train",1
"42045",42045,0,0,0,5,2,2,4,1,1,1,127,"Train",0
"42046",42046,0,0,0,5,1,1,1,3,2,0,57,"Train",1
"42047",42047,0,0,0,9,1,4,1,2,2,1,52,"Train",1
"42048",42048,1,0,0,1,1,1,1,1,1,1,28,"Train",1
"42049",42049,0,0,0,2,2,0,2,2,2,0,110,"Train",0
"42050",42050,0,0,0,3,1,3,1,1,2,0,56,"Train",1
"42051",42051,1,0,0,2,2,2,4,0,3,0,132,"Train",1
"42052",42052,0,0,0,9,0,1,3,2,2,0,147,"Train",1
"42053",42053,NA,0,0,0,1,3,1,1,2,1,32,"Test",1
"42054",42054,0,0,0,9,2,0,5,2,1,0,122,"Train",0
"42055",42055,NA,0,0,5,0,0,6,3,2,1,169,"Test",0
"42056",42056,0,1,1,5,1,2,1,3,1,0,48,"Train",1
"42057",42057,NA,0,0,2,2,3,3,1,2,1,84,"Test",1
"42058",42058,0,0,0,8,2,1,3,0,2,1,106,"Train",0
"42059",42059,0,0,0,2,0,4,1,0,3,1,49,"Train",0
"42060",42060,0,0,0,3,1,2,1,2,1,0,17,"Train",0
"42061",42061,0,1,1,5,0,4,1,1,1,1,67,"Train",1
"42062",42062,NA,1,0,2,1,0,2,0,2,2,94,"Test",1
"42063",42063,0,0,0,3,0,4,2,2,3,0,80,"Train",0
"42064",42064,NA,1,0,9,1,0,1,3,1,1,46,"Test",0
"42065",42065,NA,1,1,4,2,0,4,2,2,1,106,"Test",1
"42066",42066,0,0,0,4,1,2,1,2,2,0,31,"Train",0
"42067",42067,1,0,0,1,2,2,2,2,2,0,97,"Train",1
"42068",42068,NA,1,0,2,1,1,2,2,1,1,118,"Test",1
"42069",42069,NA,0,0,4,0,4,3,1,2,2,124,"Test",1
"42070",42070,0,0,0,9,2,2,5,3,1,2,153,"Train",1
"42071",42071,NA,1,1,5,1,0,2,1,1,1,108,"Test",0
"42072",42072,NA,1,1,3,1,0,2,0,1,0,116,"Test",0
"42073",42073,NA,1,1,1,1,0,3,2,2,0,79,"Test",1
"42074",42074,NA,0,0,2,0,2,1,1,2,0,55,"Test",0
"42075",42075,NA,0,0,4,1,1,2,0,1,2,91,"Test",1
"42076",42076,0,0,0,9,0,3,5,2,2,0,108,"Train",1
"42077",42077,NA,0,0,6,0,3,3,2,2,0,96,"Test",1
"42078",42078,0,1,0,6,3,4,1,2,1,1,58,"Train",0
"42079",42079,NA,0,0,6,1,2,1,2,2,1,43,"Test",1
"42080",42080,0,0,0,3,1,2,1,1,1,0,70,"Train",0
"42081",42081,1,0,0,4,2,1,2,1,1,0,64,"Train",1
"42082",42082,0,1,1,5,0,4,3,2,1,0,91,"Train",1
"42083",42083,0,0,0,7,1,4,5,1,2,1,153,"Train",1
"42084",42084,0,0,0,0,2,2,1,2,3,0,58,"Train",1
"42085",42085,0,0,0,7,0,3,3,1,2,1,134,"Train",1
"42086",42086,NA,0,0,0,0,4,3,1,1,0,65,"Test",1
"42087",42087,0,0,0,6,2,1,1,1,2,0,51,"Train",0
"42088",42088,1,1,0,0,1,3,1,2,3,0,78,"Train",1
"42089",42089,0,0,0,5,2,1,1,3,2,1,47,"Train",1
"42090",42090,0,1,1,5,1,2,1,2,3,0,52,"Train",1
"42091",42091,NA,0,0,2,2,1,2,3,1,0,101,"Test",1
"42092",42092,0,0,0,2,0,4,1,3,3,0,53,"Train",1
"42093",42093,NA,0,0,3,0,4,3,0,1,0,84,"Test",0
"42094",42094,0,0,0,6,2,3,1,2,3,0,18,"Train",1
"42095",42095,1,0,0,8,2,0,1,0,1,1,66,"Train",1
"42096",42096,0,0,0,2,0,4,2,1,2,0,121,"Train",1
"42097",42097,1,0,0,0,0,3,4,1,1,0,126,"Train",0
"42098",42098,NA,0,0,6,1,0,5,1,1,0,168,"Test",1
"42099",42099,NA,0,0,3,0,3,1,2,1,0,40,"Test",1
"42100",42100,0,0,0,5,0,4,2,2,2,0,60,"Train",0
"42101",42101,0,0,0,9,0,4,2,0,2,2,89,"Train",1
"42102",42102,0,0,0,4,1,1,2,0,1,2,102,"Train",1
"42103",42103,0,0,0,2,2,3,2,1,3,1,109,"Train",0
"42104",42104,1,0,0,0,1,1,2,1,1,0,117,"Train",0
"42105",42105,NA,0,0,9,0,4,2,1,1,1,91,"Test",1
"42106",42106,0,1,0,4,0,3,1,1,1,0,59,"Train",0
"42107",42107,1,1,1,8,1,4,2,1,1,0,96,"Train",1
"42108",42108,0,0,0,4,0,4,2,1,1,0,120,"Train",1
"42109",42109,0,0,0,9,0,4,3,0,1,1,124,"Train",1
"42110",42110,1,0,0,5,2,0,1,0,1,0,44,"Train",1
"42111",42111,0,0,0,9,1,1,2,1,1,0,119,"Train",1
"42112",42112,0,0,0,1,0,4,2,1,2,0,72,"Train",1
"42113",42113,0,0,0,0,0,4,1,2,1,2,41,"Train",1
"42114",42114,1,1,1,6,2,0,1,2,2,0,17,"Train",0
"42115",42115,1,1,1,5,0,2,2,1,3,0,76,"Train",1
"42116",42116,1,0,0,4,2,0,1,0,2,0,54,"Train",0
"42117",42117,0,0,0,6,1,4,2,1,1,1,94,"Train",0
"42118",42118,1,0,0,3,1,0,3,3,1,0,115,"Train",1
"42119",42119,0,0,0,6,1,4,3,1,2,0,89,"Train",1
"42120",42120,0,1,1,4,1,2,1,0,1,0,49,"Train",1
"42121",42121,NA,1,0,6,1,2,1,3,2,0,58,"Test",1
"42122",42122,0,0,0,5,0,3,1,3,2,0,78,"Train",1
"42123",42123,0,0,0,5,1,4,1,3,1,2,17,"Train",1
"42124",42124,NA,1,0,4,2,2,3,1,3,1,73,"Test",1
"42125",42125,0,1,1,1,1,1,2,1,2,1,118,"Train",0
"42126",42126,NA,0,0,9,1,2,2,0,1,1,110,"Test",1
"42127",42127,0,0,0,2,1,2,3,2,3,0,137,"Train",1
"42128",42128,0,0,0,9,1,1,2,0,1,1,90,"Train",1
"42129",42129,0,0,0,0,2,1,2,2,2,1,126,"Train",0
"42130",42130,0,0,0,4,0,1,6,1,3,2,143,"Train",0
"42131",42131,0,0,0,1,1,2,1,0,1,1,36,"Train",0
"42132",42132,0,0,0,5,0,2,2,0,2,1,96,"Train",1
"42133",42133,NA,0,0,1,1,1,2,2,1,0,60,"Test",1
"42134",42134,0,1,1,0,0,4,3,1,1,1,170,"Train",1
"42135",42135,0,0,0,3,1,2,1,0,1,1,29,"Train",0
"42136",42136,NA,0,0,4,1,0,3,2,1,0,107,"Test",1
"42137",42137,0,1,1,2,0,3,1,2,1,0,50,"Train",1
"42138",42138,0,0,0,1,1,0,5,1,1,1,129,"Train",1
"42139",42139,0,0,0,4,2,0,1,2,1,1,47,"Train",1
"42140",42140,0,0,0,6,0,3,4,3,2,0,93,"Train",0
"42141",42141,0,0,0,4,1,2,3,1,1,0,140,"Train",1
"42142",42142,0,0,0,2,1,2,1,1,3,2,61,"Train",0
"42143",42143,0,1,1,7,1,2,2,1,1,0,67,"Train",1
"42144",42144,0,1,1,4,0,4,1,1,1,0,42,"Train",1
"42145",42145,NA,0,0,5,1,2,3,2,3,2,97,"Test",1
"42146",42146,0,1,1,9,0,4,5,3,2,0,124,"Train",1
"42147",42147,0,1,0,8,1,0,1,1,1,1,45,"Train",1
"42148",42148,NA,0,0,2,0,4,3,2,2,0,81,"Test",1
"42149",42149,0,0,0,9,1,2,2,1,1,1,70,"Train",1
"42150",42150,0,1,1,2,0,3,5,1,2,1,126,"Train",1
"42151",42151,NA,0,0,9,1,1,1,2,2,1,59,"Test",1
"42152",42152,0,0,0,6,2,1,3,1,1,0,74,"Train",1
"42153",42153,NA,0,0,7,2,0,3,3,2,0,101,"Test",1
"42154",42154,0,0,0,5,2,1,3,1,1,1,108,"Train",0
"42155",42155,0,0,0,2,0,2,1,2,2,0,51,"Train",1
"42156",42156,0,1,1,0,2,0,1,0,1,0,21,"Train",1
"42157",42157,NA,0,0,2,2,1,1,2,1,1,55,"Test",1
"42158",42158,NA,0,0,0,1,1,2,2,2,0,114,"Test",0
"42159",42159,0,0,0,2,2,0,1,2,2,0,34,"Train",0
"42160",42160,0,0,0,5,0,3,4,0,2,1,144,"Train",0
"42161",42161,0,0,0,0,0,4,2,2,2,0,102,"Train",1
"42162",42162,0,0,0,2,2,1,2,0,2,2,109,"Train",1
"42163",42163,NA,0,0,5,1,3,1,1,3,1,74,"Test",0
"42164",42164,NA,0,0,5,0,4,3,3,2,0,113,"Test",0
"42165",42165,NA,0,0,5,2,1,2,1,1,1,93,"Test",1
"42166",42166,NA,1,1,0,2,0,1,1,1,0,40,"Test",0
"42167",42167,0,0,0,5,2,1,3,2,1,0,115,"Train",0
"42168",42168,1,1,0,4,2,0,3,2,1,0,103,"Train",1
"42169",42169,NA,0,0,0,1,1,6,2,3,1,159,"Test",1
"42170",42170,0,0,0,9,0,3,1,2,1,1,61,"Train",0
"42171",42171,0,1,1,6,0,3,3,1,1,0,85,"Train",1
"42172",42172,NA,1,1,1,1,2,2,1,3,0,74,"Test",1
"42173",42173,0,1,1,7,1,1,1,2,2,0,17,"Train",1
"42174",42174,NA,0,0,1,1,1,1,1,3,0,42,"Test",0
"42175",42175,0,0,0,3,1,2,3,1,3,0,89,"Train",1
"42176",42176,NA,0,0,0,0,4,4,1,3,0,118,"Test",1
"42177",42177,0,0,0,6,2,1,2,2,1,0,115,"Train",0
"42178",42178,0,1,1,3,2,0,1,1,2,0,46,"Train",1
"42179",42179,NA,0,0,4,3,0,2,1,1,2,72,"Test",1
"42180",42180,0,0,0,4,1,1,2,0,1,0,100,"Train",0
"42181",42181,0,0,0,9,2,0,3,2,2,0,118,"Train",0
"42182",42182,0,0,0,4,1,3,3,1,1,0,121,"Train",1
"42183",42183,0,0,0,0,0,1,1,2,3,0,67,"Train",1
"42184",42184,0,1,1,2,1,4,1,1,1,0,46,"Train",1
"42185",42185,0,0,0,0,2,1,1,0,1,0,41,"Train",1
"42186",42186,0,0,0,8,0,4,2,1,2,0,62,"Train",1
"42187",42187,0,0,0,9,1,1,2,2,1,0,119,"Train",1
"42188",42188,0,1,0,8,0,3,3,1,1,0,85,"Train",1
"42189",42189,0,1,1,2,1,0,5,1,1,2,136,"Train",1
"42190",42190,1,0,0,9,2,2,1,2,1,0,62,"Train",1
"42191",42191,0,0,0,2,0,4,6,0,3,0,181,"Train",0
"42192",42192,0,0,0,2,0,4,1,2,1,0,46,"Train",0
"42193",42193,0,0,0,4,2,3,1,1,1,0,45,"Train",1
"42194",42194,0,1,1,6,1,1,1,0,2,0,61,"Train",1
"42195",42195,NA,0,0,8,1,1,2,0,1,0,74,"Test",0
"42196",42196,0,0,0,1,2,1,2,1,2,0,106,"Train",1
"42197",42197,0,1,1,2,1,3,1,2,1,0,61,"Train",1
"42198",42198,0,0,0,2,0,3,2,2,3,1,98,"Train",0
"42199",42199,0,0,0,5,0,3,5,3,1,0,189,"Train",1
"42200",42200,NA,0,0,5,1,1,2,2,2,0,94,"Test",1
"42201",42201,0,1,0,2,0,2,2,3,3,1,121,"Train",1
"42202",42202,0,0,0,3,0,3,1,2,1,1,84,"Train",0
