discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
0,0,2,0,9,0,1,4391,657,1,2,1,2,56,92,5,3,-73.9095279,40.7224092,5,33105135,17162.625,29,1,0
1,1,2,0,4,2,2,5015,616,2,1,1,0,54,66,4,2,-73.8242621,40.9247625,5,68907621,17151.625,94,0,1
0,0,2,0,5,0,1,7717,543,1,1,1,0,55,89,5,2,-73.7183639,42.7397816,5,95790834,16809.625,5,1,1
1,1,2,0,4,0,0,1245,745,1,2,3,1,65,86,6,2,-73.9888797,40.2947027,6,98871527,17803.625,4,-1,0
0,0,1,1,6,1,1,2619,623,1,2,1,1,59,82,8,2,-87.9432837,42.991356,2,18772661,16450.625,53,1,1
0,0,1,0,9,0,1,1521,844,3,0,2,1,30,57,5,4,-74.7249281,40.2242807,6,16109003,16474.625,63,1,1
0,0,2,0,0,0,2,1264,730,1,0,2,1,44,39,6,2,-93.3847969,44.954644,7,41926877,17102.625,44,1,0
0,0,0,1,9,2,1,10521,481,2,0,1,1,36,78,7,3,-72.9047136,41.3469288,3,75006485,17462.625,35,2,1
0,0,1,1,9,1,1,6129,569,3,2,1,2,32,80,5,4,-74.6576091,40.9425947,6,22670667,17233.625,76,-1,0
0,0,0,1,0,2,2,6274,529,1,1,3,0,17,56,5,2,-74.1739057,40.6311444,5,33105135,16842.625,69,1,0
0,0,0,0,6,1,1,2651,643,5,1,2,0,23,62,8,1,-82.7616822,27.8580624,0,13469725,16902.625,85,1,0
0,0,0,0,8,2,0,6658,578,4,0,3,0,32,69,6,3,-92.9475662,44.915423,7,96836475,16522.625,82,0,1
1,1,2,0,1,1,2,3131,657,1,2,3,0,43,87,5,3,-72.9637728,41.3266814,3,74091490,16752.625,35,-1,1
0,0,0,0,3,2,4,23716,557,4,2,3,1,23,62,6,2,-84.9505398,32.470217,4,46228890,16868.625,27,-2,1
0,0,0,1,8,1,1,1915,755,4,2,1,0,22,61,4,2,-73.1290596,41.1661142,3,92511721,17230.625,107,-4,1
1,1,2,1,0,2,4,25590,551,1,3,1,2,31,80,4,3,-84.3857442,33.8363126,4,53120560,17309.625,19,-1,1
0,0,1,0,6,0,0,2979,726,1,0,1,0,35,76,5,1,-80.0814292,26.4569636,0,13469725,16971.625,97,1,1
0,0,1,0,7,2,3,7355,520,1,1,1,1,62,73,5,2,-73.7330753,40.7612957,5,75584996,16471.625,29,-1,1
0,0,2,1,2,1,1,4315,669,2,0,1,0,56,67,6,2,-74.1181234,40.6307451,5,84618385,16958.625,69,2,1
1,1,2,1,9,0,1,1352,743,2,1,2,0,45,78,4,2,-73.9976946,41.2025267,5,33105135,16744.625,86,0,1
0,0,0,1,1,0,2,793,698,1,0,1,2,19,67,5,2,-82.5889012,27.4872771,0,13469725,17357.625,2,-1,0
0,0,0,0,9,1,0,1958,756,5,2,2,0,30,57,6,2,-74.0887576,40.7008528,6,84042089,17213.625,58,3,1
0,0,1,0,5,0,4,1899,763,1,1,2,0,38,79,2,2,-74.7161489,40.1956132,6,54283929,17205.625,63,-1,0
1,1,1,0,1,0,1,4841,630,1,1,1,0,27,86,6,2,-74.0094471,40.6772802,5,23711545,17047.625,50,1,0
0,0,1,0,6,2,0,5076,671,1,2,2,2,43,59,3,2,-74.172438,40.9163004,6,77414412,16842.625,109,1,0
0,0,2,1,3,1,1,1651,676,1,0,2,0,47,92,4,3,-74.2208673,40.6723782,6,18240542,17306.625,98,1,0
0,0,1,0,8,1,3,3411,595,1,2,3,0,62,60,9,2,-73.4003405,41.098813,3,81656329,16674.625,107,-1,1
0,0,0,0,9,1,2,4853,585,3,2,2,0,26,46,5,2,-80.3992652,25.595058,0,13469725,16672.625,81,3,1
1,0,1,0,0,0,2,245,726,2,3,1,0,40,54,6,4,-75.0815557,39.9057907,6,68837110,16473.625,99,2,0
0,0,1,0,9,1,3,3557,645,3,1,2,0,48,66,7,3,-72.6032895,41.7516768,3,70880174,16625.625,16,1,1
1,0,0,0,0,0,0,338,773,4,1,2,1,42,65,8,2,-74.0241367,40.1601131,6,69543979,16880.625,4,-2,1
1,1,1,0,0,0,1,625,786,2,0,1,0,39,78,6,1,-80.2685032,26.208305,0,59230335,17128.625,12,0,1
0,0,2,1,7,1,1,5753,618,1,2,2,0,47,85,5,3,-73.8918897,40.7594109,5,78328194,16532.625,29,1,1
1,0,1,0,4,2,3,5564,663,1,1,3,0,61,39,4,3,-78.9005333,42.9486552,5,94325308,17254.625,67,1,0
0,0,2,0,4,2,4,2667,668,1,0,1,0,53,85,4,2,-93.1855735,44.9790183,7,62208512,16471.625,84,1,1
0,0,2,1,9,1,2,871,772,1,1,3,0,44,89,4,3,-73.9918181,40.8624613,6,72727367,17408.625,93,-1,0
0,0,0,1,4,1,3,4330,620,2,2,1,0,26,88,4,3,-73.7742616,40.7622954,5,33105135,16888.625,29,2,0
0,0,0,0,7,2,1,14456,567,2,3,1,0,35,55,6,2,-89.4269287,43.1054334,2,30821916,16767.625,65,2,0
0,0,2,1,4,0,0,1377,755,1,1,2,1,41,94,5,2,-93.0075642,44.9325287,7,62815051,17822.625,84,-1,1
1,0,0,0,3,1,2,2566,668,3,2,3,0,30,60,4,2,-73.8713099,40.9905542,5,46954245,16760.625,94,-1,1
0,0,0,0,2,1,4,1682,793,4,1,1,0,35,87,4,2,-73.8360251,40.8476284,5,63449507,16918.625,1,0,1
0,0,0,0,6,2,4,18852,584,2,0,1,0,28,72,4,2,-87.9481846,42.9574195,2,18772661,16595.625,53,0,1
1,0,0,0,6,0,1,3412,633,1,1,2,1,20,27,5,2,-73.8213213,40.7295546,5,34672474,16719.625,29,-1,0
0,0,1,0,1,0,0,3057,668,2,2,2,0,42,34,6,2,-81.3454417,28.5542151,0,64203718,16936.625,49,0,1
0,0,2,1,2,1,0,2598,684,1,2,2,1,40,80,5,3,-73.5711912,40.7452159,5,33105135,17858.625,104,1,1
0,0,2,1,4,0,1,3638,653,2,0,2,0,64,66,6,2,-74.2003231,40.8400532,6,40188947,17269.625,55,-2,1
0,0,1,0,8,2,1,3794,722,1,0,2,0,32,81,5,4,-80.1484407,25.9823108,0,22444431,17183.625,12,1,0
1,1,1,0,8,0,0,836,761,1,3,1,0,30,65,6,1,-80.402048,25.756402,0,59115770,17436.625,81,1,0
0,0,0,0,0,2,3,2087,666,4,1,1,1,28,64,7,1,-73.6830521,41.0125894,5,33105135,16821.625,94,0,1
1,1,1,0,0,1,4,1078,714,3,0,2,1,39,72,4,2,-81.3729372,28.6659654,0,13469725,16923.625,15,1,1
0,0,1,0,0,2,2,29978,539,1,1,2,0,38,77,5,2,-84.3226488,33.944647,4,43987212,16727.625,73,1,1
1,1,2,1,6,0,1,1858,769,1,1,1,1,40,32,6,2,-80.1037721,26.1897731,0,92637408,17625.625,12,1,1
1,1,2,1,0,1,1,4448,687,1,1,1,0,51,74,4,2,-82.6213311,27.8156609,0,23279212,17081.625,85,-1,1
1,1,1,0,7,1,1,4667,677,1,1,1,2,56,86,5,2,-77.6120835,43.153975,5,96713748,17263.625,26,-1,1
1,1,0,1,1,2,4,12103,508,2,2,3,1,30,79,5,2,-83.8952525,33.5739691,4,92966631,16969.625,3,-2,1
0,0,0,0,4,0,1,1151,746,3,1,3,1,30,55,3,2,-82.7616822,27.8580624,0,48516700,16917.625,85,-1,1
0,0,0,0,4,0,1,2371,681,2,2,1,1,23,56,5,2,-74.2120629,40.8811718,6,18511544,17489.625,109,0,0
0,0,0,1,4,1,1,3420,614,3,2,1,1,32,49,4,2,-82.4590282,28.0165404,0,36046842,17564.625,100,1,1
0,0,2,1,1,0,0,3069,663,2,2,1,1,56,84,5,2,-78.8099472,42.9397553,5,46932438,16987.625,67,2,1
0,0,2,0,5,2,3,6522,539,1,1,1,0,54,81,3,2,-73.9550857,40.7573053,5,42500759,16668.625,78,-1,1
0,0,0,0,8,2,4,6829,592,1,1,3,0,17,56,5,2,-80.4326521,25.9839048,0,63155143,17783.625,12,-1,0
0,0,0,0,0,2,3,11043,574,2,3,2,0,46,68,5,2,-73.8272029,40.87347,5,79371026,17848.625,1,0,1
0,0,1,0,2,1,1,22918,578,2,2,2,1,55,77,6,2,-86.8490126,33.4412139,1,16454309,16740.625,45,-2,0
0,0,2,0,4,1,3,2542,679,1,0,3,1,45,83,4,3,-82.7185282,28.0305402,0,13181819,17873.625,85,-1,1
1,1,0,0,8,0,1,3101,714,1,1,1,0,18,61,5,2,-82.723924,27.791959,0,54387185,16987.625,85,1,0
1,1,2,0,4,1,4,5768,654,1,2,3,0,56,64,6,3,-80.2265545,25.7534663,0,19952087,16890.625,81,1,1
0,0,0,1,5,1,3,2225,665,2,3,3,0,45,80,6,2,-74.1386767,39.9386722,6,79841505,16813.625,80,0,0
0,0,2,0,5,0,0,1471,724,2,0,1,0,48,42,4,2,-72.937198,41.2958246,3,75318741,17858.625,35,0,1
0,0,2,0,0,0,0,2687,613,1,2,1,0,54,72,4,2,-80.2685032,26.208305,0,48947678,16642.625,12,1,1
0,0,2,1,5,0,0,1004,737,3,1,1,2,33,87,5,2,-74.2868868,40.7199369,6,17393165,16739.625,98,1,1
0,0,1,0,5,0,1,7997,616,1,1,1,2,81,49,6,2,-80.2685032,26.208305,0,92637408,17426.625,12,1,1
0,0,0,0,4,1,1,4934,574,3,0,3,1,23,61,4,3,-80.4604643,25.733888,0,89071409,17341.625,81,-1,1
1,1,2,1,5,1,2,2839,634,2,1,1,0,49,80,5,3,-73.9447994,42.8129576,5,44347555,17020.625,0,2,0
0,0,1,0,5,1,3,2818,643,1,1,2,0,53,78,5,3,-74.3997976,40.6996994,6,29350734,16590.625,98,1,0
0,0,0,0,6,2,4,2502,669,3,1,1,1,33,61,6,2,-82.6753466,27.8185373,0,20393952,17725.625,85,1,1
0,0,1,1,9,1,3,3649,654,1,2,1,0,54,89,4,4,-74.3997976,40.6996994,6,89335051,16636.625,98,-1,1
0,0,1,1,5,2,4,5985,702,1,1,1,0,54,67,3,3,-75.1165915,39.9556147,6,86355147,17488.625,99,-1,0
0,0,2,0,8,2,0,10954,556,2,1,2,0,43,64,4,2,-88.4306955,43.789674,2,48956833,17640.625,72,0,1
0,0,0,0,5,2,3,3390,696,1,1,2,1,17,61,4,2,-74.5258213,40.5558726,6,63804902,17840.625,87,1,0
0,0,0,0,2,1,0,4263,580,3,1,2,0,29,71,8,2,-73.8624893,40.5722132,5,36479911,16957.625,29,-1,0
0,0,2,0,4,0,0,4146,727,2,1,1,2,40,74,5,3,-72.7629126,41.6651577,3,81956955,17433.625,16,0,1
0,0,1,1,0,2,4,11313,599,2,2,2,0,51,76,5,4,-73.8948295,40.6980708,5,67191981,16901.625,29,-2,1
0,0,2,0,0,1,0,5865,656,2,2,2,2,51,68,7,3,-73.529964,40.6651384,5,75588957,17540.625,104,2,1
0,0,0,0,0,2,3,24068,518,3,3,1,1,24,80,5,2,-87.879523,43.0824328,2,42603732,17131.625,53,-1,1
0,0,2,0,4,2,3,7689,521,1,1,2,2,53,78,5,2,-73.7860276,40.8971093,5,37080761,16615.625,94,-1,0
0,0,0,1,9,1,0,3947,665,2,0,2,0,30,59,3,2,-74.0623244,40.1030781,6,46279424,16650.625,4,2,1
0,0,0,1,5,0,4,550,749,1,2,1,0,17,47,4,2,-82.7401087,27.7286699,0,72547142,16735.625,85,1,0
1,1,2,0,9,0,0,880,716,1,0,2,1,54,32,4,2,-75.1253492,39.8888931,6,68837110,17533.625,99,-1,0
0,0,0,0,0,0,4,2057,559,3,2,2,0,32,72,4,1,-80.1763467,26.142147,0,55351747,16720.625,12,1,1
0,0,2,1,4,1,0,1048,765,2,0,1,0,53,76,5,3,-80.0590804,26.4670801,0,24000287,16545.625,97,-2,1
0,0,2,0,0,0,1,4557,649,2,1,1,0,42,79,6,1,-81.2849169,28.4750405,0,31802498,16486.625,49,0,1
0,0,2,1,5,2,4,6303,532,1,0,1,0,32,87,3,2,-73.6241855,40.8663111,5,70496981,17596.625,104,-1,1
0,0,0,0,3,0,1,1687,746,3,2,2,0,28,53,6,2,-82.6861446,28.0055309,0,13469725,17117.625,85,-1,1
0,0,0,1,1,1,2,5774,604,4,1,1,0,30,49,6,3,-73.7301331,40.9505752,5,87341609,16498.625,94,2,0
0,0,1,0,0,1,0,19856,493,2,1,1,0,44,72,5,2,-84.3726049,33.7717008,4,16804559,16517.625,19,-2,1
1,1,2,0,7,1,1,3759,627,1,1,2,1,62,85,5,2,-81.4114142,30.2745944,0,14535055,17793.625,56,-1,1
1,1,2,0,2,0,1,1220,725,1,1,1,2,70,72,5,2,-93.1127413,44.9343827,7,22610413,16793.625,84,-1,1
0,0,0,0,1,1,3,6922,560,3,3,1,0,23,72,8,2,-73.7213063,40.7349144,5,84466252,16638.625,29,1,1
0,0,0,0,5,1,2,2304,654,4,2,2,0,26,56,4,2,-73.6359602,40.6608095,5,86979213,17124.625,104,0,1
0,0,0,0,4,0,0,4707,694,3,1,1,1,26,71,6,3,-74.1298684,40.5729336,5,60405106,17265.625,69,1,1
0,0,2,1,2,1,2,3855,654,1,2,1,1,95,89,4,4,-74.1533563,40.9616599,6,16845224,17004.625,109,-1,0
0,0,0,0,5,2,1,10562,533,3,2,3,0,28,74,6,2,-73.8124984,40.6764003,5,40093452,16770.625,29,1,1
0,0,2,0,5,2,4,752,745,1,2,1,0,51,79,3,2,-74.4379073,40.4494047,6,90092184,17229.625,110,1,1
1,1,1,0,8,2,4,3205,671,2,1,1,0,54,82,3,2,-82.4698603,27.2823268,0,84913674,16857.625,8,0,1
1,0,1,0,4,2,2,3008,621,2,2,2,1,48,67,3,2,-73.5711912,40.7452159,5,70496981,16508.625,104,-2,1
0,0,2,1,9,2,4,6846,434,2,0,1,1,46,70,5,3,-89.4269287,43.1054334,2,88537073,17429.625,65,2,1
0,0,2,0,4,2,1,10150,517,1,0,2,1,41,86,6,2,-84.2594861,33.7414395,4,56659972,16512.625,73,1,1
0,0,1,1,2,0,0,4352,717,3,0,2,1,35,73,4,2,-74.6620003,40.3542647,6,97093506,17542.625,63,1,1
0,0,1,0,1,1,1,3010,621,1,2,2,1,64,60,6,2,-93.3439291,44.825116,7,20996516,17560.625,44,1,0
0,0,2,0,0,3,4,3093,703,3,2,1,0,41,61,5,3,-93.2983975,44.9944872,7,41926877,16920.625,44,1,1
0,0,1,0,2,1,2,3254,648,1,0,3,0,58,66,6,2,-93.1027146,44.8973189,7,21666408,17541.625,108,1,0
0,0,1,0,9,2,1,6802,523,2,1,1,0,40,78,4,3,-74.0079781,40.6560436,5,45682174,17127.625,50,-2,1
0,0,0,0,4,1,2,2323,716,4,1,1,0,32,75,5,2,-74.0799469,40.8798669,6,98501067,16960.625,93,0,1
0,0,1,0,5,1,0,3300,584,1,2,2,1,38,84,5,3,-73.6477342,40.6031778,5,32759856,17731.625,104,1,1
0,0,2,1,8,2,4,15880,560,2,0,3,2,50,86,7,4,-73.6918806,42.7478224,5,79265278,17023.625,5,0,1
1,0,0,0,7,1,2,4375,626,3,3,2,0,23,60,5,2,-73.5889997,40.6786944,5,75588957,17809.625,104,-3,1
0,0,1,0,5,3,3,36564,538,1,2,1,0,56,77,5,2,-88.4306955,43.789674,2,39591548,17798.625,72,1,1
0,0,2,0,9,1,1,2696,723,1,1,2,1,54,89,4,2,-82.3289111,29.6422516,0,66570114,17127.625,18,1,1
0,0,1,0,4,1,2,5490,587,2,1,3,2,52,87,4,2,-74.0828839,41.1091091,5,67469889,17828.625,86,-2,1
0,0,1,0,2,2,2,8237,512,2,2,1,2,39,81,2,2,-73.8713099,40.8723987,5,34938429,16636.625,1,-2,1
1,1,1,1,6,0,4,1511,801,1,0,1,0,90,76,5,4,-73.2116584,41.2078356,3,55941642,17135.625,107,1,1
1,1,2,0,7,0,0,820,749,2,1,3,1,64,86,6,2,-76.2189421,43.0365582,5,38271061,16919.625,13,0,1
0,0,1,0,8,1,2,5409,672,1,1,2,0,46,42,4,2,-78.8637428,42.9137921,5,33764179,16783.625,67,-1,1
0,0,1,0,7,2,4,2064,642,1,0,1,1,53,91,4,2,-73.9569225,40.7449081,5,36479911,16587.625,29,-1,0
0,0,1,0,5,1,1,1961,760,1,2,2,1,39,86,5,3,-78.8637428,42.9137921,5,71360590,16716.625,67,1,0
0,0,2,0,5,0,0,1551,753,2,2,1,0,57,86,2,2,-80.1372757,26.180392,0,13469725,16892.625,12,0,1
1,1,0,1,6,2,0,3394,605,6,2,1,0,27,66,3,2,-82.7535929,27.8780347,0,36882285,16546.625,85,2,1
1,1,2,0,4,0,1,1589,710,2,1,3,1,48,70,4,2,-72.6712894,41.7888066,3,94942538,17658.625,16,2,1
0,0,0,0,3,2,4,3253,672,2,1,1,0,42,65,5,2,-74.0123851,41.0598251,5,87269635,17550.625,86,0,0
0,0,0,0,2,0,1,5961,673,2,2,3,0,38,78,6,2,-74.1122506,40.0876046,6,72727367,16669.625,80,2,1
0,0,0,0,1,0,0,5771,607,4,1,2,0,23,71,6,2,-80.1819268,25.8207159,0,30447369,17733.625,81,-2,1
0,0,2,0,4,2,1,9219,546,1,1,3,0,53,83,6,2,-73.706594,40.6710379,5,86979213,16808.625,104,1,1
0,0,2,0,3,1,0,3103,657,1,2,1,1,37,74,4,4,-74.1416127,40.8811561,6,50513519,17380.625,109,1,0
0,0,1,2,4,1,3,2642,594,1,1,2,1,51,84,4,2,-78.8920444,42.9165666,5,67537860,16937.625,67,1,1
1,1,0,0,5,2,4,6043,578,2,1,1,0,42,70,5,3,-73.8477874,40.7506343,5,34672474,16521.625,29,-2,0
1,1,2,0,4,2,4,4344,725,1,2,1,0,68,76,7,2,-73.9095279,40.7224092,5,34672474,16849.625,29,1,1
0,0,1,0,7,3,2,2073,627,1,2,2,0,50,45,4,4,-73.8360251,40.8476284,5,79371026,17133.625,1,-1,0
0,0,1,1,0,1,3,1828,795,2,0,3,0,49,82,7,2,-73.7389596,40.7226473,5,40093452,16714.625,29,0,1
0,0,2,1,5,0,0,2442,583,2,3,1,1,53,75,5,2,-76.8728167,42.6841834,5,19513887,16778.625,70,0,1
0,0,0,0,7,0,0,3855,624,3,1,2,1,35,79,4,2,-81.4004227,28.5345501,0,91762319,17073.625,49,1,1
0,0,1,0,5,0,1,1395,780,1,1,1,1,32,71,7,2,-74.2590148,40.749443,6,40188947,17392.625,55,1,0
1,0,2,0,5,0,1,9174,555,1,3,1,0,50,94,2,2,-74.1827119,40.5952146,5,37485080,16751.625,69,-1,0
0,0,1,0,9,2,4,20494,571,2,2,1,2,60,84,5,2,-88.1535352,30.6587002,1,16454309,17223.625,101,0,1
0,0,2,0,7,2,4,4506,633,2,1,1,0,48,58,7,4,-73.7442568,40.7302787,5,47360890,16437.625,29,0,1
0,0,2,0,9,1,1,5867,591,1,2,1,1,59,85,6,3,-72.9283391,41.3212912,3,29011452,17713.625,35,-1,0
0,0,1,0,1,2,4,2210,502,3,0,2,0,41,68,6,2,-93.3944439,45.1646841,7,56175172,17417.625,44,1,0
0,0,1,1,5,0,0,3356,644,2,2,1,1,48,85,3,2,-74.2531465,40.8029914,6,48773651,17569.625,55,0,1
0,0,0,0,6,1,2,2129,565,3,2,2,0,27,78,5,2,-82.6807458,27.7896783,0,96494874,16506.625,85,-1,0
1,1,2,0,5,0,0,4123,668,2,0,2,1,56,74,2,2,-73.9741874,40.8204965,6,55864316,16579.625,93,0,1
0,0,0,0,4,3,4,4422,691,3,0,2,2,33,73,7,2,-81.5925427,30.3378989,0,13868578,16450.625,56,1,1
1,0,0,0,0,2,4,4594,605,4,3,2,1,39,67,8,2,-75.9065783,42.1017651,5,97921887,17760.625,95,4,1
0,0,1,0,6,1,2,4308,692,1,3,2,1,59,60,6,2,-77.6364299,43.1816979,5,57544250,17849.625,26,1,0
0,0,1,0,3,1,3,15321,527,1,1,2,0,47,87,3,1,-82.0161996,33.3701528,4,70603143,16974.625,69,-1,0
0,0,1,0,1,0,4,2258,624,3,2,1,0,55,57,4,2,-73.9374517,40.8140369,5,25371043,17012.625,78,-3,1
0,0,2,0,0,2,3,3550,700,2,1,1,1,40,62,6,2,-74.2032581,40.8034312,6,51518418,16943.625,55,-2,1
1,1,2,0,2,2,4,6318,548,1,2,1,0,47,64,4,2,-73.88601,40.8621792,5,64855168,16558.625,1,-1,1
0,0,1,0,5,2,4,9714,612,1,1,1,0,51,81,3,2,-73.541744,40.7853084,5,33105135,16910.625,104,1,1
0,0,0,0,0,0,0,4244,685,2,1,1,1,27,47,4,1,-73.7772032,41.0556696,5,34029276,17439.625,94,0,1
0,0,1,0,0,1,1,7850,632,1,2,1,0,66,87,4,2,-73.5888575,40.7033646,5,86979213,16734.625,104,1,1
1,1,1,0,6,2,4,2726,641,1,1,1,0,61,63,6,3,-82.7023383,28.2333343,0,56278786,17629.625,103,-1,1
0,0,1,0,0,2,3,7430,551,3,2,2,1,37,69,4,3,-84.377861,33.7440941,4,54582501,17017.625,19,1,1
0,0,1,1,6,1,1,3097,710,1,1,2,2,55,91,4,2,-82.3248889,29.6517176,0,28431813,17810.625,18,1,1
1,1,1,0,0,1,2,5024,648,2,2,1,0,46,58,7,3,-73.8477874,40.9675084,5,34175014,16984.625,94,0,1
1,1,0,0,9,0,0,3596,709,2,3,1,0,34,80,5,2,-74.2061931,40.0807404,6,56832628,17831.625,80,-2,1
0,0,1,0,8,0,2,426,748,1,2,3,0,53,67,5,2,-93.2157342,44.978175,7,41926877,17524.625,44,-1,0
0,0,1,1,4,1,3,2266,679,3,2,2,0,41,77,4,2,-73.3060197,40.7111586,5,17444128,17255.625,88,-1,1
0,0,0,0,8,2,4,6018,517,3,2,2,0,32,72,6,3,-82.7940297,27.9180298,0,13469725,17591.625,85,1,0
0,0,2,0,5,1,2,4835,643,1,1,2,0,51,91,5,2,-80.2711588,26.17785,0,48947678,17034.625,12,1,0
0,0,2,0,6,0,0,5076,621,1,1,2,0,62,57,6,2,-73.8154394,41.0390683,5,57345641,17107.625,94,1,1
0,0,2,0,8,1,1,4422,681,1,3,1,1,56,69,9,1,-82.4563199,27.9552692,0,23607917,16994.625,100,1,1
0,0,2,1,4,1,1,11594,549,1,2,2,0,63,70,5,3,-73.2676903,40.7276613,5,33105135,17393.625,88,-1,0
1,1,2,0,7,0,0,884,744,1,2,1,1,45,84,6,4,-73.8683697,40.8990767,5,14162112,16782.625,1,1,1
0,0,1,0,6,2,0,5624,675,1,3,1,0,35,59,7,2,-84.2805478,33.8092255,4,29986394,16644.625,73,1,0
0,0,2,1,7,0,0,19361,533,3,0,1,1,33,68,4,2,-85.098004,33.5718188,4,71355851,16834.625,64,1,0
0,0,2,0,0,0,0,1484,770,2,1,2,0,48,70,4,2,-74.7863698,40.2450268,6,97093506,17085.625,63,0,1
0,0,2,0,3,0,1,629,701,1,1,1,0,81,90,6,2,-73.9859414,40.822166,6,55864316,16794.625,93,1,1
0,0,2,0,2,3,4,4549,668,2,2,1,1,50,65,6,2,-73.7830861,40.9926382,5,22064531,17002.625,94,0,1
1,1,0,0,5,2,0,6550,518,1,1,2,0,16,68,6,2,-73.7889689,42.6356581,5,22052562,17666.625,5,1,0
0,0,2,0,3,1,1,2061,622,2,2,3,0,32,76,10,2,-74.6576091,40.9425947,6,69788058,16771.625,76,0,1
0,0,1,1,2,0,1,2890,628,1,2,2,0,64,73,5,2,-74.0476378,40.8876273,6,76330645,17229.625,93,1,1
1,0,0,1,2,1,1,4310,658,6,1,1,0,27,64,5,2,-73.8713099,40.9905542,5,87341609,16490.625,94,0,1
0,0,2,0,7,0,0,2026,629,1,1,1,1,52,75,6,4,-74.0375011,40.716828,6,14142946,16861.625,58,1,1
0,0,2,0,6,1,0,1725,757,1,0,1,2,49,91,5,2,-74.2032581,40.8034312,6,72727367,16529.625,55,-1,0
1,0,0,1,9,0,0,6100,536,2,1,1,0,32,74,5,3,-81.6802054,30.3893011,0,71295163,16978.625,56,-2,0
1,0,0,1,7,1,0,3835,644,1,2,3,0,17,64,6,2,-74.3548452,40.5757563,6,72727367,16721.625,110,1,0
0,0,0,0,1,1,4,5002,596,3,1,1,2,30,60,5,3,-73.2470486,41.1935626,3,48368140,17474.625,107,-1,1
0,0,1,1,4,0,2,3877,639,1,2,3,0,76,57,5,3,-73.7389596,40.7226473,5,93926952,17614.625,29,-1,1
1,1,1,1,0,1,4,5181,639,3,2,2,0,33,72,5,2,-75.1165915,39.9556147,6,83198824,16443.625,99,-1,1
1,1,2,0,4,0,1,481,753,1,3,2,2,58,72,1,2,-80.3547286,25.6624457,0,40473881,16492.625,81,1,1
1,1,0,0,7,1,2,5393,581,3,2,1,1,23,66,4,2,-83.3742647,33.9517842,4,46395839,17017.625,75,3,1
0,0,1,0,7,1,1,33279,526,1,3,2,2,49,82,4,1,-89.3274391,43.0709333,2,25075672,16677.625,65,-1,0
1,0,0,0,2,0,0,1477,712,4,0,2,0,34,71,5,2,-78.821275,42.8446356,5,33105135,16887.625,67,2,1
0,0,0,0,5,1,2,4729,571,4,3,2,0,31,75,6,2,-73.7860276,40.8971093,5,45666042,16444.625,94,0,1
1,1,1,0,3,2,3,7180,499,3,1,2,0,37,76,6,2,-75.1837216,39.7857414,6,62486812,16918.625,24,1,1
1,1,0,0,2,2,4,31648,519,2,3,1,1,36,44,5,2,-86.2818753,32.3864315,1,89278660,17068.625,40,0,1
1,1,0,0,9,2,3,3819,609,4,0,1,0,20,70,9,2,-73.8801301,40.95984,5,57345641,16928.625,94,2,1
0,0,1,0,7,1,0,2857,641,2,1,1,2,56,68,5,2,-80.3380213,25.5734243,0,77037605,17674.625,81,0,1
0,0,1,0,5,0,0,720,722,2,0,1,0,42,73,4,2,-74.156292,40.8955467,6,96001321,17693.625,109,2,1
0,0,0,0,1,1,1,3362,661,6,2,1,1,21,69,5,2,-80.1819268,25.8207159,0,20834016,16604.625,81,0,1
1,1,0,0,2,1,2,4302,637,3,2,1,1,29,45,8,2,-75.0289877,39.8385235,6,57316954,17841.625,99,-1,1
0,0,1,0,9,0,4,1177,728,1,1,1,1,63,80,10,1,-82.5158778,27.9410535,0,78939305,16678.625,100,-1,1
1,0,2,1,9,2,3,5271,630,1,1,2,1,69,96,5,2,-80.1819268,26.0898957,0,13469725,16533.625,12,-1,0
0,0,1,0,4,0,1,3792,637,2,2,1,1,58,66,4,1,-74.2472779,40.836743,6,62894740,17701.625,55,2,1
0,0,0,0,0,1,1,4592,660,5,1,1,0,27,57,4,2,-73.6241855,40.6986257,5,33105135,17264.625,104,3,1
1,1,2,0,4,2,3,8163,489,1,0,2,1,79,87,5,4,-73.541744,40.7853084,5,32759856,16788.625,104,1,1
0,0,1,0,8,1,1,3222,650,1,2,2,0,42,77,5,2,-81.3729372,28.6659654,0,13469725,17569.625,15,-1,1
0,0,0,1,2,2,3,3265,689,3,3,2,0,31,61,6,2,-74.3088879,40.5309535,6,72727367,16979.625,110,1,1
1,0,1,1,9,1,3,3229,709,1,2,3,0,44,92,5,3,-80.1149414,26.3424842,0,24000287,17811.625,97,-1,0
0,0,2,1,6,1,3,3726,675,1,3,3,1,42,81,6,2,-82.8398285,27.9233312,0,30530071,17075.625,85,-1,0
0,0,1,0,5,2,2,3315,654,1,1,2,1,47,87,4,2,-73.9991637,40.7536854,5,98444667,16590.625,78,1,1
0,0,0,0,5,2,4,7890,488,4,0,1,1,24,71,3,2,-74.1533563,40.843339,6,98590486,17011.625,109,4,1
0,0,1,0,0,0,0,1612,798,2,2,1,1,43,74,4,2,-93.3439291,44.9091984,7,41926877,17787.625,44,-2,1
